Loan Identifier,Monthly Reporting Period,Channel,Original Interest Rate,Current Interest Rate,Original UPB,Current Actual UPB,Original Loan Term,Origination Date,First Payment Date,Remaining Months To Maturity,Original Loan to Value Ratio (LTV),Debt-To-Income (DTI),Borrower Credit Score at Origination,First Time Home Buyer Indicator,Loan Purpose,Property Type,Number of Units,Occupancy Status,Metropolitan Statistical Area (MSA),Zip Code Short,Interest Only Loan Indicator,Current Loan Delinquency Status,Modification Flag,Zero Balance Code,Special Eligibility Program,Property Valuation Method,High Balance Loan Indicator,Unemployment_rate,Divorce_rate,Inflation_rate,EMI,UPB_diff,Interest_Component,Previous_UPB,Remaining MFM
122752190,82021,2,3.0,3.0,597000,590000.0,360,12021,32021,354,75,38,785,0,2,4,1,1,19740,802,0,0,0,0,0,3,1,5.3,2.5,5.3,2516.976081,1000.0,1477.5,591000.0,353
122752190,92021,2,3.0,3.0,597000,589119.62,360,12021,32021,353,75,38,785,0,2,4,1,1,19740,802,0,0,0,0,0,3,1,5.3,2.5,5.4,2516.976081,880.38,1475.0,590000.0,352
122752190,102021,2,3.0,3.0,597000,588004.21,360,12021,32021,352,75,38,785,0,2,4,1,1,19740,802,0,0,0,0,0,3,1,5.3,2.5,6.2,2516.976081,1115.41,1472.79905,589119.62,351
122752190,112021,2,3.0,3.0,597000,586886.01,360,12021,32021,351,75,38,785,0,2,4,1,1,19740,802,0,0,0,0,0,3,1,5.3,2.5,6.8,2516.976081,1118.2,1470.010525,588004.21,350
122752190,122021,2,3.0,3.0,597000,585765.02,360,12021,32021,350,75,38,785,0,2,4,1,1,19740,802,0,0,0,0,0,3,1,5.3,2.5,7.0,2516.976081,1120.99,1467.215025,586886.01,349
122752190,12022,2,3.0,3.0,597000,584641.22,360,12021,32021,349,75,38,785,0,2,4,1,1,19740,802,0,0,0,0,0,3,1,3.6,2.3,7.5,2516.976081,1123.8,1464.41255,585765.02,348
122752190,22022,2,3.0,3.0,597000,583514.61,360,12021,32021,348,75,38,785,0,2,4,1,1,19740,802,0,0,0,0,0,3,1,3.6,2.3,7.9,2516.976081,1126.61,1461.60305,584641.22,347
122237728,82021,2,2.75,2.75,243000,237000.0,360,12021,32021,346,92,23,802,1,1,4,1,1,0,835,0,0,0,0,0,0,0,5.3,2.5,5.3,992.0260698,0.0,543.125,237000.0,353
122237728,92021,2,2.75,2.75,243000,236596.77,360,12021,32021,346,92,23,802,1,1,4,1,1,0,835,0,0,0,0,0,0,0,5.3,2.5,5.4,992.0260698,403.23,543.125,237000.0,352
122237728,102021,2,2.75,2.75,243000,234446.08,360,12021,32021,341,92,23,802,1,1,4,1,1,0,835,0,0,0,0,0,0,0,5.3,2.5,6.2,992.0260698,2150.69,542.2009312499999,236596.77,351
122237728,112021,2,2.75,2.75,243000,233991.32,360,12021,32021,340,92,23,802,1,1,4,1,1,0,835,0,0,0,0,0,0,0,5.3,2.5,6.8,992.0260698,454.76,537.2722666666666,234446.08,350
122237728,122021,2,2.75,2.75,243000,233535.52,360,12021,32021,339,92,23,802,1,1,4,1,1,0,835,0,0,0,0,0,0,0,5.3,2.5,7.0,992.0260698,455.8,536.2301083333333,233991.32,349
122237728,12022,2,2.75,2.75,243000,233078.68,360,12021,32021,338,92,23,802,1,1,4,1,1,0,835,0,0,0,0,0,0,0,3.6,2.3,7.5,992.0260698,456.84,535.1855666666667,233535.52,348
122237728,22022,2,2.75,2.75,243000,232620.79,360,12021,32021,337,92,23,802,1,1,4,1,1,0,835,0,0,0,0,0,0,0,3.6,2.3,7.9,992.0260698,457.89,534.1386416666667,233078.68,347
122128365,82021,2,2.875,2.875,566000,560000.0,360,12021,32021,354,57,41,793,0,2,4,1,1,42660,980,0,0,0,0,0,3,1,5.3,2.5,5.3,2348.29142,1000.0,1344.0625,561000.0,353
122128365,92021,2,2.875,2.875,566000,559004.06,360,12021,32021,353,57,41,793,0,2,4,1,1,42660,980,0,0,0,0,0,3,1,5.3,2.5,5.4,2348.29142,995.94,1341.6666666666665,560000.0,352
122128365,102021,2,2.875,2.875,566000,557995.04,360,12021,32021,352,57,41,793,0,2,4,1,1,42660,980,0,0,0,0,0,3,1,5.3,2.5,6.2,2348.29142,1009.02,1339.2805604166667,559004.06,351
122128365,112021,2,2.875,2.875,566000,556983.6,360,12021,32021,351,57,41,793,0,2,4,1,1,42660,980,0,0,0,0,0,3,1,5.3,2.5,6.8,2348.29142,1011.44,1336.8631166666667,557995.04,350
122128365,122021,2,2.875,2.875,566000,555969.74,360,12021,32021,350,57,41,793,0,2,4,1,1,42660,980,0,0,0,0,0,3,1,5.3,2.5,7.0,2348.29142,1013.86,1334.4398749999998,556983.6,349
122128365,12022,2,2.875,2.875,566000,554953.45,360,12021,32021,349,57,41,793,0,2,4,1,1,42660,980,0,0,0,0,0,3,1,3.6,2.3,7.5,2348.29142,1016.29,1332.0108354166666,555969.74,348
122128365,22022,2,2.875,2.875,566000,553934.73,360,12021,32021,348,57,41,793,0,2,4,1,1,42660,980,0,0,0,0,0,3,1,3.6,2.3,7.9,2348.29142,1018.72,1329.5759739583332,554953.45,347
122540611,82021,1,2.25,2.25,425000,411019.1,360,122020,22021,344,94,19,795,1,1,3,1,1,36540,680,0,0,0,0,0,0,0,5.3,2.5,5.3,1624.545935,980.9,772.5,412000.0,352
122540611,92021,1,2.25,2.25,425000,407994.18,360,122020,22021,340,94,19,795,1,1,3,1,1,36540,680,0,0,0,0,0,0,0,5.3,2.5,5.4,1624.545935,3024.92,770.6608124999999,411019.1,351
122540611,102021,1,2.25,2.25,425000,406963.59,360,122020,22021,339,94,19,795,1,1,3,1,1,36540,680,0,0,0,0,0,0,0,5.3,2.5,6.2,1624.545935,1030.59,764.9890875,407994.18,350
122540611,112021,1,2.25,2.25,425000,401931.07,360,122020,22021,333,94,19,795,1,1,3,1,1,36540,680,0,0,0,0,0,0,0,5.3,2.5,6.8,1624.545935,5032.52,763.05673125,406963.59,349
